Datum,Hazai csapat,Vendeg csapat,Haza csapat eredmeny,Vendeg csapat eredmeny,Bajnoksag
3/21/2025,Burundi,Ivory Coast,0,1,FIFA World Cup qualification
3/21/2025,Botswana,Algeria,1,3,FIFA World Cup qualification
3/21/2025,Guinea,Somalia,0,0,FIFA World Cup qualification
3/21/2025,Equatorial Guinea,São Tomé and Príncipe,2,0,FIFA World Cup qualification
3/21/2025,Ghana,Chad,5,0,FIFA World Cup qualification
3/21/2025,Malta,Finland,0,1,FIFA World Cup qualification
3/21/2025,Poland,Lithuania,1,0,FIFA World Cup qualification
3/21/2025,Cyprus,San Marino,2,0,FIFA World Cup qualification
3/21/2025,Romania,Bosnia and Herzegovina,0,1,FIFA World Cup qualification
3/21/2025,England,Albania,2,0,FIFA World Cup qualification
3/21/2025,Andorra,Latvia,0,1,FIFA World Cup qualification
3/22/2025,Togo,Mauritania,2,2,FIFA World Cup qualification
3/22/2025,Sudan,Senegal,0,0,FIFA World Cup qualification
3/22/2025,Moldova,Norway,0,5,FIFA World Cup qualification
3/22/2025,Israel,Estonia,2,1,FIFA World Cup qualification
3/22/2025,Liechtenstein,North Macedonia,0,3,FIFA World Cup qualification
3/22/2025,Wales,Kazakhstan,3,1,FIFA World Cup qualification
3/22/2025,Montenegro,Gibraltar,3,1,FIFA World Cup qualification
3/22/2025,Czech Republic,Faroe Islands,2,1,FIFA World Cup qualification
3/23/2025,United States,Canada,1,2,CONCACAF Nations League
3/23/2025,Panama,Mexico,1,2,CONCACAF Nations League
3/23/2025,France,Croatia,2,0,UEFA Nations League
3/23/2025,Germany,Italy,3,3,UEFA Nations League
3/23/2025,Portugal,Denmark,5,2,UEFA Nations League
3/23/2025,Spain,Netherlands,3,3,UEFA Nations League
3/23/2025,Belgium,Ukraine,3,0,UEFA Nations League
3/23/2025,Hungary,Turkey,0,3,UEFA Nations League
3/23/2025,Scotland,Greece,0,3,UEFA Nations League
3/23/2025,Serbia,Austria,2,0,UEFA Nations League
3/23/2025,Georgia,Armenia,6,1,UEFA Nations League
3/23/2025,Iceland,Kosovo,1,3,UEFA Nations League
3/23/2025,Republic of Ireland,Bulgaria,2,1,UEFA Nations League
3/23/2025,Slovenia,Slovakia,1,0,UEFA Nations League
3/23/2025,Eswatini,Mauritius,3,3,FIFA World Cup qualification
3/23/2025,Kenya,Gabon,1,2,FIFA World Cup qualification
3/24/2025,New Zealand,New Caledonia,3,0,FIFA World Cup qualification
3/24/2025,Guinea-Bissau,Burkina Faso,1,2,FIFA World Cup qualification
3/24/2025,Ethiopia,Djibouti,6,1,FIFA World Cup qualification
3/24/2025,Ivory Coast,Gambia,1,0,FIFA World Cup qualification
3/24/2025,Namibia,Equatorial Guinea,1,1,FIFA World Cup qualification
3/24/2025,Liberia,São Tomé and Príncipe,2,1,FIFA World Cup qualification
3/24/2025,Tunisia,Malawi,2,0,FIFA World Cup qualification
3/24/2025,Central African Republic,Mali,0,0,FIFA World Cup qualification
3/24/2025,Madagascar,Ghana,0,3,FIFA World Cup qualification
3/24/2025,Lithuania,Finland,2,2,FIFA World Cup qualification
3/24/2025,Poland,Malta,2,0,FIFA World Cup qualification
3/24/2025,Bosnia and Herzegovina,Cyprus,2,1,FIFA World Cup qualification
3/24/2025,San Marino,Romania,1,5,FIFA World Cup qualification
3/24/2025,England,Latvia,3,0,FIFA World Cup qualification
3/24/2025,Albania,Andorra,3,0,FIFA World Cup qualification
3/25/2025,Tajikistan,Timor-Leste,1,0,AFC Asian Cup qualification
3/25/2025,Philippines,Maldives,4,1,AFC Asian Cup qualification
3/25/2025,Bhutan,Yemen,0,0,AFC Asian Cup qualification
3/25/2025,Lebanon,Brunei,5,0,AFC Asian Cup qualification
3/25/2025,India,Bangladesh,0,0,AFC Asian Cup qualification
3/25/2025,Singapore,Hong Kong,0,0,AFC Asian Cup qualification
3/25/2025,Taiwan,Turkmenistan,1,2,AFC Asian Cup qualification
3/25/2025,Thailand,Sri Lanka,1,0,AFC Asian Cup qualification
3/25/2025,Myanmar,Afghanistan,2,1,AFC Asian Cup qualification
3/25/2025,Syria,Pakistan,2,0,AFC Asian Cup qualification
3/25/2025,Vietnam,Laos,5,0,AFC Asian Cup qualification
3/25/2025,Malaysia,Nepal,2,0,AFC Asian Cup qualification
3/25/2025,Costa Rica,Belize,6,1,Gold Cup qualification
3/25/2025,Guatemala,Guyana,2,0,Gold Cup qualification
3/25/2025,Honduras,Bermuda,2,0,Gold Cup qualification
3/25/2025,Jamaica,Saint Vincent and the Grenadines,3,0,Gold Cup qualification
3/25/2025,Martinique,Suriname,0,1,Gold Cup qualification
3/25/2025,Nicaragua,Guadeloupe,0,1,Gold Cup qualification
3/25/2025,Trinidad and Tobago,Cuba,4,0,Gold Cup qualification
3/25/2025,Bolivia,Uruguay,0,0,FIFA World Cup qualification
3/25/2025,Colombia,Paraguay,2,2,FIFA World Cup qualification
3/25/2025,Venezuela,Peru,1,0,FIFA World Cup qualification
3/25/2025,Argentina,Brazil,4,1,FIFA World Cup qualification
3/25/2025,Chile,Ecuador,0,0,FIFA World Cup qualification
3/25/2025,Iran,Uzbekistan,2,2,FIFA World Cup qualification
3/25/2025,Kyrgyzstan,Qatar,3,1,FIFA World Cup qualification
3/25/2025,North Korea,United Arab Emirates,1,2,FIFA World Cup qualification
3/25/2025,South Korea,Jordan,1,1,FIFA World Cup qualification
3/25/2025,Kuwait,Oman,0,1,FIFA World Cup qualification
3/25/2025,Palestine,Iraq,2,1,FIFA World Cup qualification
3/25/2025,China PR,Australia,0,2,FIFA World Cup qualification
3/25/2025,Japan,Saudi Arabia,0,0,FIFA World Cup qualification
3/25/2025,Indonesia,Bahrain,1,0,FIFA World Cup qualification
3/25/2025,Egypt,Sierra Leone,1,0,FIFA World Cup qualification
3/25/2025,Mauritania,DR Congo,0,2,FIFA World Cup qualification
3/25/2025,Senegal,Togo,2,0,FIFA World Cup qualification
3/25/2025,Sudan,South Sudan,1,1,FIFA World Cup qualification
3/25/2025,Benin,South Africa,0,2,FIFA World Cup qualification
3/25/2025,Nigeria,Zimbabwe,1,1,FIFA World Cup qualification
3/25/2025,Rwanda,Lesotho,1,1,FIFA World Cup qualification
3/25/2025,Angola,Cape Verde,1,2,FIFA World Cup qualification
3/25/2025,Cameroon,Libya,3,1,FIFA World Cup qualification
3/25/2025,Morocco,Tanzania,2,0,FIFA World Cup qualification
3/25/2025,Burundi,Seychelles,5,0,FIFA World Cup qualification
3/25/2025,Uganda,Guinea,1,0,FIFA World Cup qualification
3/25/2025,Botswana,Somalia,2,0,FIFA World Cup qualification
3/25/2025,Algeria,Mozambique,5,1,FIFA World Cup qualification
3/25/2025,Comoros,Chad,1,0,FIFA World Cup qualification
3/25/2025,Moldova,Estonia,2,3,FIFA World Cup qualification
3/25/2025,Israel,Norway,2,4,FIFA World Cup qualification
3/25/2025,Liechtenstein,Kazakhstan,0,2,FIFA World Cup qualification
3/25/2025,North Macedonia,Wales,1,1,FIFA World Cup qualification
3/25/2025,Gibraltar,Czech Republic,0,4,FIFA World Cup qualification
3/25/2025,Montenegro,Faroe Islands,1,0,FIFA World Cup qualification
5/27/2025,Jamaica,Trinidad and Tobago,3,2,Unity Cup
5/28/2025,Nigeria,Ghana,2,1,Unity Cup
5/31/2025,Trinidad and Tobago,Ghana,0,4,Unity Cup
5/31/2025,Jamaica,Nigeria,2,2,Unity Cup
6/4/2025,Germany,Portugal,1,2,UEFA Nations League
6/5/2025,Spain,France,5,4,UEFA Nations League
6/5/2025,Ecuador,Brazil,0,0,FIFA World Cup qualification
6/5/2025,Paraguay,Uruguay,2,0,FIFA World Cup qualification
6/5/2025,Chile,Argentina,0,1,FIFA World Cup qualification
6/5/2025,United Arab Emirates,Uzbekistan,0,0,FIFA World Cup qualification
6/5/2025,North Korea,Kyrgyzstan,2,2,FIFA World Cup qualification
6/5/2025,Qatar,Iran,1,0,FIFA World Cup qualification
6/5/2025,Oman,Jordan,0,3,FIFA World Cup qualification
6/5/2025,Iraq,South Korea,0,2,FIFA World Cup qualification
6/5/2025,Kuwait,Palestine,0,2,FIFA World Cup qualification
6/5/2025,Bahrain,Saudi Arabia,0,2,FIFA World Cup qualification
6/5/2025,Australia,Japan,1,0,FIFA World Cup qualification
6/5/2025,Indonesia,China PR,1,0,FIFA World Cup qualification
6/6/2025,Colombia,Peru,0,0,FIFA World Cup qualification
6/6/2025,Venezuela,Bolivia,2,0,FIFA World Cup qualification
6/6/2025,Norway,Italy,3,0,FIFA World Cup qualification
6/6/2025,Estonia,Israel,1,3,FIFA World Cup qualification
6/6/2025,Wales,Liechtenstein,3,0,FIFA World Cup qualification
6/6/2025,North Macedonia,Belgium,1,1,FIFA World Cup qualification
6/6/2025,Czech Republic,Montenegro,2,0,FIFA World Cup qualification
6/6/2025,Gibraltar,Croatia,0,7,FIFA World Cup qualification
6/7/2025,Malta,Lithuania,0,0,FIFA World Cup qualification
6/7/2025,Finland,Netherlands,0,2,FIFA World Cup qualification
6/7/2025,Bosnia and Herzegovina,San Marino,1,0,FIFA World Cup qualification
6/7/2025,Austria,Romania,2,1,FIFA World Cup qualification
6/7/2025,Andorra,England,0,1,FIFA World Cup qualification
6/7/2025,Albania,Serbia,0,0,FIFA World Cup qualification
6/7/2025,Canada,Ukraine,4,2,Canadian Shield
6/7/2025,Ivory Coast,New Zealand,0,1,Canadian Shield
6/8/2025,Germany,France,0,2,UEFA Nations League
6/8/2025,Portugal,Spain,2,2,UEFA Nations League
6/9/2025,Italy,Moldova,2,0,FIFA World Cup qualification
6/9/2025,Estonia,Norway,0,1,FIFA World Cup qualification
6/9/2025,Kazakhstan,North Macedonia,0,1,FIFA World Cup qualification
6/9/2025,Belgium,Wales,4,3,FIFA World Cup qualification
6/9/2025,Faroe Islands,Gibraltar,2,1,FIFA World Cup qualification
6/9/2025,Croatia,Czech Republic,5,1,FIFA World Cup qualification
6/10/2025,Timor-Leste,Maldives,1,0,AFC Asian Cup qualification
6/10/2025,Philippines,Tajikistan,2,2,AFC Asian Cup qualification
6/10/2025,Brunei,Bhutan,2,1,AFC Asian Cup qualification
6/10/2025,Yemen,Lebanon,0,0,AFC Asian Cup qualification
6/10/2025,Bangladesh,Singapore,1,2,AFC Asian Cup qualification
6/10/2025,Hong Kong,India,1,0,AFC Asian Cup qualification
6/10/2025,Sri Lanka,Taiwan,3,1,AFC Asian Cup qualification
6/10/2025,Turkmenistan,Thailand,3,1,AFC Asian Cup qualification
6/10/2025,Myanmar,Pakistan,1,0,AFC Asian Cup qualification
6/10/2025,Afghanistan,Syria,0,1,AFC Asian Cup qualification
6/10/2025,Laos,Nepal,2,1,AFC Asian Cup qualification
6/10/2025,Malaysia,Vietnam,4,0,AFC Asian Cup qualification
6/10/2025,Bolivia,Chile,2,0,FIFA World Cup qualification
6/10/2025,Uruguay,Venezuela,2,0,FIFA World Cup qualification
6/10/2025,Peru,Ecuador,0,0,FIFA World Cup qualification
6/10/2025,Argentina,Colombia,1,1,FIFA World Cup qualification
6/10/2025,Brazil,Paraguay,1,0,FIFA World Cup qualification
6/10/2025,Uzbekistan,Qatar,3,0,FIFA World Cup qualification
6/10/2025,Iran,North Korea,3,0,FIFA World Cup qualification
6/10/2025,Kyrgyzstan,United Arab Emirates,1,1,FIFA World Cup qualification
6/10/2025,South Korea,Kuwait,4,0,FIFA World Cup qualification
6/10/2025,Jordan,Iraq,0,1,FIFA World Cup qualification
6/10/2025,Palestine,Oman,1,1,FIFA World Cup qualification
6/10/2025,China PR,Bahrain,1,0,FIFA World Cup qualification
6/10/2025,Japan,Indonesia,6,0,FIFA World Cup qualification
6/10/2025,Saudi Arabia,Australia,1,2,FIFA World Cup qualification
6/10/2025,Netherlands,Malta,8,0,FIFA World Cup qualification
6/10/2025,Finland,Poland,2,1,FIFA World Cup qualification
6/10/2025,San Marino,Austria,0,4,FIFA World Cup qualification
6/10/2025,Romania,Cyprus,2,0,FIFA World Cup qualification
6/10/2025,Serbia,Andorra,3,0,FIFA World Cup qualification
6/10/2025,Latvia,Albania,1,1,FIFA World Cup qualification
6/10/2025,New Zealand,Ukraine,1,2,Canadian Shield
6/10/2025,Canada,Ivory Coast,0,0,Canadian Shield
6/14/2025,Mexico,Dominican Republic,3,2,Gold Cup
6/15/2025,Costa Rica,Suriname,4,3,Gold Cup
6/15/2025,United States,Trinidad and Tobago,5,0,Gold Cup
6/15/2025,Haiti,Saudi Arabia,0,1,Gold Cup
6/16/2025,Panama,Guadeloupe,5,2,Gold Cup
6/16/2025,Jamaica,Guatemala,0,1,Gold Cup
6/17/2025,Curaçao,El Salvador,0,0,Gold Cup
6/17/2025,Canada,Honduras,6,0,Gold Cup
6/18/2025,Costa Rica,Dominican Republic,2,1,Gold Cup
6/18/2025,Suriname,Mexico,0,2,Gold Cup
6/19/2025,Trinidad and Tobago,Haiti,1,1,Gold Cup
6/19/2025,United States,Saudi Arabia,1,0,Gold Cup
6/20/2025,Jamaica,Guadeloupe,2,1,Gold Cup
6/20/2025,Guatemala,Panama,0,1,Gold Cup
6/21/2025,Curaçao,Canada,1,1,Gold Cup
6/21/2025,Honduras,El Salvador,2,0,Gold Cup
6/22/2025,Mexico,Costa Rica,0,0,Gold Cup
6/22/2025,Dominican Republic,Suriname,0,0,Gold Cup
6/22/2025,Saudi Arabia,Trinidad and Tobago,1,1,Gold Cup
6/22/2025,United States,Haiti,2,1,Gold Cup
6/24/2025,Honduras,Curaçao,2,1,Gold Cup
6/24/2025,Canada,El Salvador,2,0,Gold Cup
6/24/2025,Panama,Jamaica,4,1,Gold Cup
6/24/2025,Guadeloupe,Guatemala,2,3,Gold Cup
6/28/2025,Panama,Honduras,1,1,Gold Cup
6/28/2025,Mexico,Saudi Arabia,2,0,Gold Cup
6/29/2025,Canada,Guatemala,1,1,Gold Cup
6/29/2025,United States,Costa Rica,2,2,Gold Cup
7/2/2025,United States,Guatemala,2,1,Gold Cup
7/2/2025,Mexico,Honduras,1,0,Gold Cup
7/6/2025,United States,Mexico,1,2,Gold Cup
7/13/2025,Hitra,Isle of Man,2,7,Island Games
7/13/2025,Orkney,Frøya,3,0,Island Games
7/13/2025,Gozo,Shetland,0,0,Island Games
7/14/2025,Orkney,Hitra,3,2,Island Games
7/14/2025,Isle of Man,Frøya,10,1,Island Games
7/14/2025,Jersey,Gozo,2,0,Island Games
7/14/2025,Ynys Môn,Western Isles,1,0,Island Games
7/15/2025,Orkney,Isle of Man,1,3,Island Games
7/15/2025,Frøya,Hitra,0,6,Island Games
7/15/2025,Jersey,Shetland,2,2,Island Games
7/17/2025,Hitra,Frøya,3,0,Island Games
7/17/2025,Gozo,Western Isles,3,3,Island Games
7/17/2025,Orkney,Shetland,3,2,Island Games
7/17/2025,Isle of Man,Ynys Môn,0,1,Island Games
7/18/2025,Isle of Man,Jersey,3,2,Island Games
8/13/2025,United States Virgin Islands,Turks and Caicos Islands,1,1,Outrigger Challenge Cup
8/14/2025,Marshall Islands,United States Virgin Islands,0,4,Outrigger Challenge Cup
8/16/2025,Turks and Caicos Islands,Marshall Islands,3,2,Outrigger Challenge Cup
9/3/2025,Seychelles,Gabon,0,4,FIFA World Cup qualification
9/4/2025,Colombia,Bolivia,3,0,FIFA World Cup qualification
9/4/2025,Argentina,Venezuela,3,0,FIFA World Cup qualification
9/4/2025,Paraguay,Ecuador,0,0,FIFA World Cup qualification
9/4/2025,Uruguay,Peru,3,0,FIFA World Cup qualification
9/4/2025,Brazil,Chile,3,0,FIFA World Cup qualification
9/4/2025,Guinea-Bissau,Sierra Leone,1,1,FIFA World Cup qualification
9/4/2025,Angola,Libya,0,1,FIFA World Cup qualification
9/4/2025,Cameroon,Eswatini,3,0,FIFA World Cup qualification
9/4/2025,Mauritius,Cape Verde,0,2,FIFA World Cup qualification
9/4/2025,Algeria,Botswana,3,1,FIFA World Cup qualification
9/4/2025,São Tomé and Príncipe,Equatorial Guinea,2,3,FIFA World Cup qualification
9/4/2025,Tunisia,Liberia,3,0,FIFA World Cup qualification
9/4/2025,Chad,Ghana,1,1,FIFA World Cup qualification
9/4/2025,Madagascar,Central African Republic,2,0,FIFA World Cup qualification
9/4/2025,Mali,Comoros,3,0,FIFA World Cup qualification
9/4/2025,Luxembourg,Northern Ireland,1,3,FIFA World Cup qualification
9/4/2025,Slovakia,Germany,2,0,FIFA World Cup qualification
9/4/2025,Georgia,Turkey,2,3,FIFA World Cup qualification
9/4/2025,Bulgaria,Spain,0,3,FIFA World Cup qualification
9/4/2025,Lithuania,Malta,1,1,FIFA World Cup qualification
9/4/2025,Netherlands,Poland,1,1,FIFA World Cup qualification
9/4/2025,Kazakhstan,Wales,0,1,FIFA World Cup qualification
9/4/2025,Liechtenstein,Belgium,0,6,FIFA World Cup qualification
9/4/2025,Iraq,Hong Kong,2,1,King's Cup
9/4/2025,Thailand,Fiji,3,0,King's Cup
9/5/2025,Australia,New Zealand,1,0,Soccer Ashes
9/5/2025,Djibouti,Burkina Faso,0,6,FIFA World Cup qualification
9/5/2025,Egypt,Ethiopia,2,0,FIFA World Cup qualification
9/5/2025,South Sudan,DR Congo,1,4,FIFA World Cup qualification
9/5/2025,Mauritania,Togo,2,0,FIFA World Cup qualification
9/5/2025,Senegal,Sudan,2,0,FIFA World Cup qualification
9/5/2025,Benin,Zimbabwe,1,0,FIFA World Cup qualification
9/5/2025,South Africa,Lesotho,3,0,FIFA World Cup qualification
9/5/2025,Congo,Tanzania,1,1,FIFA World Cup qualification
9/5/2025,Morocco,Niger,5,0,FIFA World Cup qualification
9/5/2025,Kenya,Gambia,1,3,FIFA World Cup qualification
9/5/2025,Ivory Coast,Burundi,1,0,FIFA World Cup qualification
9/5/2025,Somalia,Guinea,0,3,FIFA World Cup qualification
9/5/2025,Uganda,Mozambique,4,0,FIFA World Cup qualification
9/5/2025,Namibia,Malawi,1,2,FIFA World Cup qualification
9/5/2025,Slovenia,Sweden,2,2,FIFA World Cup qualification
9/5/2025,Switzerland,Kosovo,4,0,FIFA World Cup qualification
9/5/2025,Denmark,Scotland,0,0,FIFA World Cup qualification
9/5/2025,Greece,Belarus,5,1,FIFA World Cup qualification
9/5/2025,Iceland,Azerbaijan,5,0,FIFA World Cup qualification
9/5/2025,Ukraine,France,0,2,FIFA World Cup qualification
9/5/2025,Italy,Estonia,5,0,FIFA World Cup qualification
9/5/2025,Moldova,Israel,0,4,FIFA World Cup qualification
9/5/2025,Faroe Islands,Croatia,0,1,FIFA World Cup qualification
9/5/2025,Montenegro,Czech Republic,0,2,FIFA World Cup qualification
9/6/2025,Sri Lanka,Maldives,0,3,South Asian Super Cup
9/6/2025,Nigeria,Rwanda,1,0,FIFA World Cup qualification
9/6/2025,Republic of Ireland,Hungary,2,2,FIFA World Cup qualification
9/6/2025,Armenia,Portugal,0,5,FIFA World Cup qualification
9/6/2025,Austria,Cyprus,1,0,FIFA World Cup qualification
9/6/2025,San Marino,Bosnia and Herzegovina,0,6,FIFA World Cup qualification
9/6/2025,Latvia,Serbia,0,1,FIFA World Cup qualification
9/6/2025,England,Andorra,2,0,FIFA World Cup qualification
9/7/2025,Central African Republic,Comoros,0,2,FIFA World Cup qualification
9/7/2025,Germany,Northern Ireland,3,1,FIFA World Cup qualification
9/7/2025,Luxembourg,Slovakia,0,1,FIFA World Cup qualification
9/7/2025,Georgia,Bulgaria,3,0,FIFA World Cup qualification
9/7/2025,Turkey,Spain,0,6,FIFA World Cup qualification
9/7/2025,Lithuania,Netherlands,2,3,FIFA World Cup qualification
9/7/2025,Poland,Finland,3,1,FIFA World Cup qualification
9/7/2025,North Macedonia,Liechtenstein,5,0,FIFA World Cup qualification
9/7/2025,Belgium,Kazakhstan,6,0,FIFA World Cup qualification
9/7/2025,Fiji,Hong Kong,0,8,King's Cup
9/7/2025,Thailand,Iraq,0,1,King's Cup
9/8/2025,Guinea-Bissau,Djibouti,2,0,FIFA World Cup qualification
9/8/2025,Libya,Eswatini,2,0,FIFA World Cup qualification
9/8/2025,Zambia,Morocco,0,2,FIFA World Cup qualification
9/8/2025,Mozambique,Botswana,2,0,FIFA World Cup qualification
9/8/2025,Guinea,Algeria,0,0,FIFA World Cup qualification
9/8/2025,Uganda,Somalia,2,0,FIFA World Cup qualification
9/8/2025,Equatorial Guinea,Tunisia,0,1,FIFA World Cup qualification
9/8/2025,Malawi,Liberia,2,2,FIFA World Cup qualification
9/8/2025,Madagascar,Chad,3,1,FIFA World Cup qualification
9/8/2025,Ghana,Mali,1,0,FIFA World Cup qualification
9/8/2025,Kosovo,Sweden,2,0,FIFA World Cup qualification
9/8/2025,Switzerland,Slovenia,3,0,FIFA World Cup qualification
9/8/2025,Belarus,Scotland,0,2,FIFA World Cup qualification
9/8/2025,Greece,Denmark,0,3,FIFA World Cup qualification
9/8/2025,Israel,Italy,4,5,FIFA World Cup qualification
9/8/2025,Croatia,Montenegro,4,0,FIFA World Cup qualification
9/8/2025,Gibraltar,Faroe Islands,0,1,FIFA World Cup qualification
9/9/2025,New Zealand,Australia,1,3,Soccer Ashes
9/9/2025,Ecuador,Argentina,1,0,FIFA World Cup qualification
9/9/2025,Peru,Paraguay,0,1,FIFA World Cup qualification
9/9/2025,Bolivia,Brazil,1,0,FIFA World Cup qualification
9/9/2025,Venezuela,Colombia,3,6,FIFA World Cup qualification
9/9/2025,Chile,Uruguay,0,0,FIFA World Cup qualification
9/9/2025,Sierra Leone,Ethiopia,2,0,FIFA World Cup qualification
9/9/2025,Burkina Faso,Egypt,0,0,FIFA World Cup qualification
9/9/2025,Togo,Sudan,1,0,FIFA World Cup qualification
9/9/2025,DR Congo,Senegal,2,3,FIFA World Cup qualification
9/9/2025,Mauritania,South Sudan,0,0,FIFA World Cup qualification
9/9/2025,Zimbabwe,Rwanda,0,1,FIFA World Cup qualification
9/9/2025,South Africa,Nigeria,1,1,FIFA World Cup qualification
9/9/2025,Benin,Lesotho,4,0,FIFA World Cup qualification
9/9/2025,Cape Verde,Cameroon,1,0,FIFA World Cup qualification
9/9/2025,Angola,Mauritius,3,1,FIFA World Cup qualification
9/9/2025,Tanzania,Niger,0,1,FIFA World Cup qualification
9/9/2025,Kenya,Seychelles,5,0,FIFA World Cup qualification
9/9/2025,Gabon,Ivory Coast,0,0,FIFA World Cup qualification
9/9/2025,Gambia,Burundi,2,0,FIFA World Cup qualification
9/9/2025,Namibia,São Tomé and Príncipe,3,0,FIFA World Cup qualification
9/9/2025,Azerbaijan,Ukraine,1,1,FIFA World Cup qualification
9/9/2025,France,Iceland,2,1,FIFA World Cup qualification
9/9/2025,Armenia,Republic of Ireland,2,1,FIFA World Cup qualification
9/9/2025,Hungary,Portugal,2,3,FIFA World Cup qualification
9/9/2025,Bosnia and Herzegovina,Austria,1,2,FIFA World Cup qualification
